,index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college,cf_dept_or_job_dissatisfaction
766,766,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2012,DETE,True
767,767,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
768,768,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,5 to 6 Years,2012,DETE,False
769,769,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,2012,DETE,False
770,770,False,False,False,False,True,False,False,True,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE,True
771,771,False,False,False,False,True,False,False,False,False,False,False,False,Female,36-40,,2012,DETE,True
772,772,False,False,False,False,False,False,False,False,False,True,False,True,Female,56+,20 Plus Years,2012,DETE,False
773,773,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE,False
774,774,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE,False
775,775,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE,False
776,776,False,False,False,True,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,True
777,777,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,Under 1 Year,2012,DETE,False
778,778,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE,False
779,779,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,5 to 6 Years,2012,DETE,False
780,780,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,Under 1 Year,2012,DETE,False
781,781,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE,False
782,782,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE,False
783,783,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,False
784,784,False,False,False,False,True,True,False,True,False,False,False,False,Female,51-55,1 to 2 Years,2012,DETE,True
785,785,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Under 1 Year,2012,DETE,False
786,786,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE,False
787,787,False,False,False,True,False,False,False,True,False,True,False,False,Male,56+,20 Plus Years,2012,DETE,True
788,788,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE,False
789,789,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5 to 6 Years,2012,DETE,False
790,790,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,1 to 2 Years,2012,DETE,False
791,791,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
792,792,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,20 Plus Years,2012,DETE,False
793,793,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2012,DETE,False
794,794,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,3 to 4 Years,2012,DETE,False
795,795,False,False,False,False,True,False,False,True,False,False,True,False,Female,41-45,7 to 10 Years,2012,DETE,True
796,796,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,20 Plus Years,2012,DETE,False
797,797,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,3 to 4 Years,2012,DETE,True
798,798,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE,False
799,799,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
800,800,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,7 to 10 Years,2012,DETE,False
801,801,False,False,True,False,False,False,False,False,False,False,True,False,Male,31-35,1 to 2 Years,2012,DETE,False
802,802,False,False,False,True,True,False,False,False,False,False,True,False,Female,36-40,3 to 4 Years,2012,DETE,True
803,803,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE,False
804,804,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,5 to 6 Years,2012,DETE,False
805,805,False,False,False,True,True,False,False,True,False,False,False,False,Female,51-55,3 to 4 Years,2012,DETE,True
806,806,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
807,807,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,True
808,808,False,False,False,False,False,False,False,False,True,False,True,False,Female,46-50,,2012,DETE,False
809,809,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years,2012,DETE,False
810,810,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE,False
811,811,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE,False
812,812,False,True,False,False,True,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,True
813,813,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,7 to 10 Years,2012,DETE,False
814,814,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,5 to 6 Years,2012,DETE,False
815,815,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2012,DETE,False
816,816,False,False,False,True,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE,True
817,817,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE,False
818,818,False,False,False,True,False,True,False,True,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,True
819,819,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,True
820,820,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,1 to 2 Years,2012,DETE,False
821,821,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE,False
822,822,False,False,False,False,True,False,False,True,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,True
823,823,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,,2012,DETE,False
824,824,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,False
825,825,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2012,DETE,False
826,826,True,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,Under 1 Year,2012,DETE,False
827,827,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,False
828,828,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2012,DETE,True
829,829,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2013,DETE,False
830,830,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
831,831,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
832,832,False,False,False,False,True,False,False,False,True,False,False,False,Male,51-55,Under 1 Year,2012,DETE,True
833,833,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
834,834,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,1 to 2 Years,2012,DETE,False
835,835,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
836,836,True,False,False,False,False,False,False,False,False,True,True,False,Male,46-50,20 Plus Years,2012,DETE,False
837,837,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
838,838,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
839,839,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
840,840,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE,False
841,841,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
842,842,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,2012,DETE,False
843,843,False,True,False,False,False,False,False,False,False,True,True,False,Male,56+,,2012,DETE,False
844,844,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,False
845,845,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
846,846,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,DETE,False
847,847,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE,False
848,848,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
849,849,True,False,False,False,False,False,False,False,True,False,False,False,Male,26-30,7 to 10 Years,2012,DETE,False
850,850,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
851,851,True,False,False,True,True,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,True
852,852,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,False
853,853,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,2012,DETE,True
854,854,False,False,False,False,True,False,False,False,True,False,False,False,Female,36-40,Under 1 Year,2012,DETE,True
855,855,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE,False
856,856,False,False,False,False,False,False,False,False,True,False,False,False,Male,56+,7 to 10 Years,2012,DETE,False
857,857,False,False,False,False,True,False,False,False,True,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,True
858,858,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE,False
859,859,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE,False
860,860,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE,False
861,861,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
862,862,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE,False
863,863,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE,False
864,864,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE,False
865,865,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE,False
866,866,True,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,3 to 4 Years,2012,DETE,False
867,867,False,False,False,False,False,False,False,False,True,False,False,False,Male,26-30,3 to 4 Years,2012,DETE,False
868,868,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,7 to 10 Years,2012,DETE,False
869,869,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE,False
870,870,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,True
871,871,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,2012,DETE,False
872,872,False,False,False,False,True,True,False,False,False,True,True,False,Female,46-50,3 to 4 Years,2012,DETE,True
873,873,False,False,False,False,True,False,False,True,False,False,False,False,Male,46-50,11 to 20 Years,2012,DETE,True
874,874,False,False,False,False,False,False,False,True,False,False,False,False,Female,,3 to 4 Years,2012,DETE,False
875,875,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE,False
876,876,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,5 to 6 Years,2012,DETE,False
877,877,False,False,True,False,False,False,False,False,True,False,False,False,Female,26-30,5 to 6 Years,2012,DETE,False
878,878,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,False
879,879,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,Under 1 Year,2012,DETE,True
880,880,False,False,False,True,False,False,False,False,True,False,False,False,Male,41-45,1 to 2 Years,2012,DETE,True
881,881,False,False,False,False,False,False,False,False,False,False,True,False,Female,36-40,Under 1 Year,2012,DETE,False
882,882,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,Under 1 Year,2012,DETE,True
883,883,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,1 to 2 Years,2012,DETE,False
884,884,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,1 to 2 Years,2012,DETE,False
885,885,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
886,886,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,5 to 6 Years,2012,DETE,False
887,887,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,7 to 10 Years,2012,DETE,False
888,888,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,False
889,889,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,False
890,890,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,False
891,891,False,False,False,False,False,False,False,False,True,False,True,False,Female,41-45,5 to 6 Years,2012,DETE,False
892,892,False,False,False,False,True,False,False,True,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE,True
893,893,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,False
894,894,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,11 to 20 Years,2012,DETE,False
895,895,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,Under 1 Year,2012,DETE,False
896,896,False,False,True,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE,False
897,897,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2012,DETE,False
898,898,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,2012,DETE,False
899,899,False,False,False,False,True,False,False,True,False,False,False,False,Female,31-35,7 to 10 Years,2012,DETE,True
900,900,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,11 to 20 Years,2012,DETE,False
901,901,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,False
902,902,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,1 to 2 Years,2012,DETE,False
903,903,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
904,904,False,True,False,False,False,False,False,False,False,False,False,True,Female,46-50,7 to 10 Years,2012,DETE,False
905,905,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,11 to 20 Years,2012,DETE,False
906,906,True,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,False
907,907,False,False,False,False,False,False,False,False,False,False,True,False,Female,36-40,5 to 6 Years,2012,DETE,False
908,908,False,False,False,False,True,False,False,True,True,False,False,False,Male,51-55,7 to 10 Years,2012,DETE,True
909,909,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
910,910,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
911,911,False,True,False,False,False,False,False,False,False,False,False,True,Female,46-50,7 to 10 Years,2012,DETE,False
912,912,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2012,DETE,False
913,913,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,False
914,914,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2012,DETE,True
915,915,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
916,916,False,False,False,False,False,False,False,False,False,False,False,False,Female,,1 to 2 Years,2012,DETE,False
917,917,False,False,False,False,False,False,False,False,True,False,False,False,Male,51-55,1 to 2 Years,2012,DETE,False
918,918,False,False,False,False,True,False,False,False,False,True,True,False,Female,51-55,20 Plus Years,2013,DETE,True
919,919,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2013,DETE,False
920,920,False,True,False,False,False,False,False,False,False,False,False,True,Female,51-55,11 to 20 Years,2012,DETE,False
921,921,False,False,False,False,False,False,False,True,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
922,922,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE,False
923,923,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,20 Plus Years,2012,DETE,False
924,924,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE,False
925,925,False,False,False,True,False,True,False,False,True,False,False,False,Male,51-55,5 to 6 Years,2012,DETE,True
926,926,False,False,False,False,False,False,False,False,False,True,True,False,Female,36-40,3 to 4 Years,2012,DETE,False
927,927,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
928,928,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,1 to 2 Years,2012,DETE,False
929,929,False,False,False,True,False,False,False,False,False,False,True,False,Male,46-50,3 to 4 Years,2012,DETE,True
930,930,False,False,True,False,False,False,False,False,False,False,True,False,Male,56+,Under 1 Year,2012,DETE,False
931,931,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,Under 1 Year,2012,DETE,False
932,932,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year,2012,DETE,False
933,933,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,7 to 10 Years,2012,DETE,False
934,934,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,7 to 10 Years,2012,DETE,False
935,935,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,11 to 20 Years,2012,DETE,False
936,936,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
937,937,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,3 to 4 Years,2012,DETE,False
938,938,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2012,DETE,False
939,939,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
940,940,True,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,7 to 10 Years,2012,DETE,False
941,941,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
942,942,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
943,943,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
944,944,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,11 to 20 Years,2013,DETE,False
945,945,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
946,946,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
947,947,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
948,948,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2012,DETE,False
949,949,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5 to 6 Years,2013,DETE,False
950,950,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE,False
951,951,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,Under 1 Year,2012,DETE,False
952,952,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,7 to 10 Years,2013,DETE,False
953,953,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,False
954,954,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,1 to 2 Years,2012,DETE,False
955,955,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,11 to 20 Years,2012,DETE,False
956,956,True,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,Under 1 Year,2012,DETE,False
957,957,True,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,Under 1 Year,2012,DETE,False
958,958,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,7 to 10 Years,2012,DETE,False
959,959,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,Under 1 Year,2012,DETE,False
960,960,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,5 to 6 Years,2012,DETE,False
961,961,False,False,False,False,True,False,False,True,False,False,False,False,Male,41-45,3 to 4 Years,2012,DETE,True
962,962,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
963,963,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2012,DETE,False
964,964,True,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,1 to 2 Years,2013,DETE,False
965,965,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE,False
966,966,False,False,True,False,False,False,False,False,False,False,False,False,Female,18-20,1 to 2 Years,2012,DETE,False
967,967,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE,False
968,968,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
969,969,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE,False
970,970,False,False,True,False,False,False,False,False,False,False,False,False,Female,31-35,Under 1 Year,2012,DETE,False
971,971,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,1 to 2 Years,2012,DETE,False
972,972,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
973,973,False,False,False,False,True,False,False,True,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE,True
974,974,False,True,False,False,False,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2012,DETE,False
975,975,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,False
976,976,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2013,DETE,False
977,977,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,DETE,False
978,978,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,False
979,979,False,False,False,True,True,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,True
980,980,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,1 to 2 Years,2012,DETE,False
981,981,False,True,False,True,False,True,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,True
982,982,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE,False
983,983,False,False,False,True,True,True,False,False,False,False,False,False,Female,51-55,20 Plus Years,2013,DETE,True
984,984,True,False,False,False,False,False,False,False,True,False,False,False,Female,26-30,Under 1 Year,2012,DETE,False
985,985,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5 to 6 Years,2012,DETE,False
986,986,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE,False
987,987,False,False,False,False,False,False,False,False,False,False,False,False,Female,,Under 1 Year,2012,DETE,False
988,988,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2012,DETE,False
989,989,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE,False
990,990,False,False,False,False,True,False,False,True,False,True,False,False,Female,26-30,,2013,DETE,True
991,991,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2012,DETE,False
992,992,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2013,DETE,False
993,993,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE,False
994,994,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
995,995,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
996,996,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
997,997,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,7 to 10 Years,2012,DETE,False
998,998,True,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,3 to 4 Years,2012,DETE,False
999,999,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
1000,1000,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE,False
1001,1001,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
1002,1002,True,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2012,DETE,False
1003,1003,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,2012,DETE,False
1004,1004,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE,False
1005,1005,False,False,False,False,True,False,False,True,False,False,False,False,Male,51-55,1 to 2 Years,2012,DETE,True
1006,1006,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,3 to 4 Years,2013,DETE,False
1007,1007,False,False,False,False,False,False,True,False,False,False,False,False,Male,41-45,1 to 2 Years,2012,DETE,False
1008,1008,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE,False
1009,1009,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,False
1010,1010,False,False,False,False,False,False,False,True,True,True,False,False,Male,51-55,20 Plus Years,2013,DETE,False
1011,1011,False,False,False,False,False,True,False,False,False,True,True,False,Female,51-55,3 to 4 Years,2012,DETE,False
1012,1012,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE,False
1013,1013,False,False,False,True,True,False,False,False,False,False,False,False,Male,36-40,5 to 6 Years,2013,DETE,True
1014,1014,False,False,True,False,False,False,False,False,False,True,False,True,Female,36-40,1 to 2 Years,2013,DETE,False
1015,1015,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE,False
1016,1016,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,7 to 10 Years,2013,DETE,False
1017,1017,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
1018,1018,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
1019,1019,True,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,20 Plus Years,2012,DETE,False
1020,1020,False,False,False,False,True,False,False,False,False,True,True,False,Female,46-50,Under 1 Year,2012,DETE,True
1021,1021,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2013,DETE,False
1022,1022,False,False,False,False,False,False,False,False,False,False,True,False,Female,26-30,1 to 2 Years,2012,DETE,False
1023,1023,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE,False
1024,1024,True,False,False,True,False,False,False,False,False,False,False,False,Male,26-30,5 to 6 Years,2013,DETE,True
1025,1025,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
1026,1026,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,False
1027,1027,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,7 to 10 Years,2012,DETE,False
1028,1028,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE,False
1029,1029,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
1030,1030,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE,False
1031,1031,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,2013,DETE,False
1032,1032,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
1033,1033,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2012,DETE,False
