,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years
456,457,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,0.0
457,458,teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,True,False,False,False,False,True,False,False,Female,56-60,Primary,31.0
458,459,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,A01-A04,24.0
459,460,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,AO5-AO7,-1.0
460,461,non_teaching_role,Termination,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,4.0
461,462,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,3.0
462,463,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,32.0
463,464,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,True,False,Female,41-45,Primary,
464,465,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,36-40,Primary,11.0
465,466,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56-60,Special Education,5.0
466,467,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,41-45,Secondary,0.0
467,468,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
468,469,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,14.0
469,470,teaching_role,Other,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,0.0
470,471,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,46-50,Primary,0.0
471,472,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,56-60,Secondary,
472,473,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,61 or older,,15.0
473,474,teaching_role,Resignation-Other reasons,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,51-55,Primary,16.0
474,475,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,,61 or older,,4.0
475,476,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,8.0
476,477,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,Secondary,2.0
477,478,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,,9.0
478,479,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,
479,480,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,26-30,Primary,0.0
480,481,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,37.0
481,482,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,41-45,,22.0
482,483,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,5.0
483,484,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,61 or older,,4.0
484,485,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,25.0
485,486,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,2.0
486,487,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,20.0
487,488,teaching_role,Ill Health Retirement,False,False,True,False,False,False,True,False,False,False,False,False,False,Female,61 or older,,2.0
488,489,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,21.0
489,490,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,
490,491,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,1.0
491,492,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,61 or older,PO1-PO4,8.0
492,493,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,,61 or older,Special Education,5.0
493,494,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,17.0
494,495,non_teaching_role,Resignation-Other employer,False,True,False,False,False,True,False,False,False,False,True,False,False,Female,56-60,,24.0
495,496,non_teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1.0
496,497,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,True,False,Male,51-55,Secondary,1.0
497,498,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,Primary,4.0
498,499,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,A01-A04,3.0
499,500,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,A01-A04,0.0
500,501,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Primary,11.0
501,502,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,,61 or older,Secondary,42.0
502,503,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,,35.0
503,504,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,61 or older,Secondary,0.0
504,505,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,Secondary,2.0
505,506,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,Special Education,
506,507,non_teaching_role,Resignation-Other reasons,True,False,True,False,True,False,False,False,False,False,False,False,False,Female,21-25,A01-A04,3.0
507,508,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,A01-A04,19.0
508,509,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,Primary,
509,510,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,Primary,18.0
510,511,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,0.0
511,512,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Secondary,38.0
512,513,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,Secondary,37.0
513,514,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Secondary,38.0
514,515,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,9.0
515,516,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,14.0
516,517,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,28.0
517,518,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,31-35,,3.0
518,519,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,Primary,24.0
519,520,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,,56-60,Primary,35.0
520,521,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,13.0
521,522,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,,27.0
522,523,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,,14.0
523,524,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,Primary,14.0
524,525,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,61 or older,Secondary,4.0
525,526,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,18.0
526,527,NaN,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,1.0
527,528,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,26.0
528,529,teaching_role,Ill Health Retirement,False,False,True,False,True,True,False,False,False,False,False,False,False,Male,61 or older,Primary,22.0
529,530,non_teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,61 or older,,
530,531,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,61 or older,Primary,38.0
531,532,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56-60,,
532,533,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,Secondary,18.0
533,534,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,AO8 and Above,1.0
534,535,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,,4.0
535,536,teaching_role,Age Retirement,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,56-60,Primary,16.0
536,537,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,,1.0
537,538,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,17.0
538,539,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,Primary,
539,540,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,A01-A04,4.0
540,541,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,7.0
541,542,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,False,False,False,Female,41-45,A01-A04,1.0
542,543,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,6.0
543,544,non_teaching_role,Resignation-Other employer,True,False,False,True,False,False,False,False,False,False,False,False,False,Female,21-25,PO1-PO4,2.0
544,545,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,4.0
545,546,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,Primary,12.0
546,547,non_teaching_role,Other,False,False,True,True,False,False,False,False,False,False,False,False,False,Male,61 or older,,4.0
547,548,teaching_role,Resignation-Other employer,True,False,False,False,True,True,False,False,False,False,False,False,False,Female,41-45,,1.0
548,549,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Secondary,27.0
549,550,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,34.0
550,551,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,36-40,Primary,8.0
551,552,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,2.0
552,553,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,56-60,Special Education,0.0
553,554,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Special Education,15.0
554,555,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Secondary,
555,556,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,Primary,38.0
556,557,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56-60,,3.0
557,558,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,21-25,Middle,2.0
558,559,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,True,False,False,False,Male,61 or older,Primary,7.0
559,560,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,True,False,False,False,False,False,False,Female,61 or older,,12.0
560,561,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,AO5-AO7,1.0
561,562,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,True,False,True,False,True,True,False,Male,56-60,,13.0
562,563,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,1.0
563,564,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,True,True,False,Female,41-45,Secondary,2.0
564,565,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,17.0
565,566,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Secondary,17.0
566,567,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,56-60,,28.0
567,568,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,Primary,2.0
568,569,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,,
569,570,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,31-35,,3.0
570,571,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,8.0
571,572,non_teaching_role,Resignation-Other reasons,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,5.0
572,573,non_teaching_role,Termination,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56-60,,
573,574,non_teaching_role,Ill Health Retirement,False,False,True,False,True,False,False,False,False,False,False,False,True,Female,41-45,,2.0
574,575,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,AO5-AO7,6.0
575,576,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,AO5-AO7,8.0
576,577,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,
577,578,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,Primary,15.0
578,579,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,True,False,False,False,False,Male,61 or older,Secondary,10.0
579,580,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56-60,,10.0
580,581,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,26.0
581,582,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,17.0
582,583,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56-60,Secondary,13.0
583,584,non_teaching_role,Age Retirement,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,61 or older,,21.0
584,585,non_teaching_role,Resignation-Other employer,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,,5.0
585,586,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,0.0
586,587,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Special Education,10.0
587,588,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Secondary,15.0
588,589,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,,2.0
589,590,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,61 or older,,24.0
590,591,non_teaching_role,Resignation-Other employer,False,False,False,False,True,False,False,False,True,False,True,False,False,Female,31-35,,2.0
591,592,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,Female,51-55,,11.0
592,593,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,3.0
593,594,teaching_role,Resignation-Other reasons,False,False,True,True,False,True,False,False,False,False,True,True,False,Female,36-40,Secondary,4.0
594,595,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,,
595,596,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,9.0
596,597,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,13.0
597,598,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,27.0
598,599,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Primary,27.0
599,600,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Secondary,15.0
600,601,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,
601,602,non_teaching_role,Resignation-Other employer,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,AO5-AO7,3.0
602,603,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,6.0
603,604,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,A01-A04,0.0
604,605,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,17.0
605,606,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,3.0
606,607,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,Secondary,13.0
607,608,teaching_role,Resignation-Other reasons,False,False,False,False,True,True,False,False,False,False,False,False,False,Female,31-35,Primary,2.0
608,609,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,31-35,Secondary,1.0
609,610,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,Secondary,0.0
610,611,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,61 or older,,24.0
611,612,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,Secondary,23.0
612,613,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,Primary,14.0
613,614,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,3.0
614,615,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,13.0
615,616,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,Secondary,13.0
616,617,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,True,Female,56-60,Secondary,40.0
617,618,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,51-55,Secondary,5.0
618,619,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Secondary,13.0
619,620,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Special Education,9.0
620,621,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,A01-A04,19.0
621,622,teaching_role,Resignation-Other reasons,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,51-55,Primary,1.0
622,623,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,5.0
623,624,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,Special Education,6.0
624,625,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,56-60,,10.0
625,626,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,2.0
626,627,non_teaching_role,Resignation-Other reasons,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,A01-A04,3.0
627,628,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,13.0
628,629,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Primary,7.0
629,630,teaching_role,Age Retirement,False,False,False,False,True,False,True,False,True,False,False,False,False,Female,56-60,,21.0
630,631,non_teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,6.0
631,632,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,True,Male,41-45,,5.0
632,633,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,0.0
633,634,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,,22.0
634,635,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,31.0
635,636,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,34.0
636,637,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,,14.0
637,638,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,0.0
638,639,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,61 or older,Secondary,42.0
639,640,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,9.0
640,641,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,6.0
641,642,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,3.0
642,643,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,3.0
643,644,teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,Secondary,4.0
644,645,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Special Education,5.0
645,646,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,,20.0
646,647,non_teaching_role,Age Retirement,False,False,False,False,True,True,False,False,True,False,False,False,False,Male,51-55,AO5-AO7,16.0
647,648,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,16.0
648,649,non_teaching_role,Other,False,True,False,False,True,True,False,True,False,False,False,False,False,Female,51-55,,3.0
649,650,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,5.0
650,651,teaching_role,Resignation-Other employer,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,61 or older,,10.0
651,652,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,1.0
652,653,teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,,20.0
653,654,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,,0.0
654,655,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,Special Education,19.0
655,656,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56-60,,19.0
656,657,teaching_role,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,2.0
657,658,teaching_role,Age Retirement,False,False,True,True,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,35.0
658,659,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,61 or older,Secondary,11.0
659,660,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,
660,661,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,,
661,662,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,61 or older,Secondary,4.0
662,663,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,
663,665,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,61 or older,A01-A04,
664,666,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,,1.0
665,667,teaching_role,Age Retirement,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,,Special Education,13.0
666,668,non_teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,A01-A04,1.0
667,669,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,2.0
668,670,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,61 or older,,12.0
669,671,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,0.0
670,672,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,0.0
671,673,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,4.0
672,674,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,61 or older,Primary,13.0
673,675,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56-60,,0.0
674,676,non_teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,15.0
675,677,non_teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,61 or older,AO8 and Above,25.0
676,678,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,Secondary,3.0
677,679,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56-60,Secondary,22.0
678,680,NaN,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,1.0
679,681,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,12.0
680,682,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,A01-A04,0.0
681,683,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,20.0
682,684,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,Secondary,22.0
683,685,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,Primary,
684,686,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,,9.0
685,687,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56-60,AO8 and Above,4.0
