,ID,SeparationType,Cease Date,Position,Classification,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Maternity/family,Ill Health,Work life balance,Workload,None of the above,Gender,Age,service_length
435,436,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,10.0
436,437,Ill Health Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,13.0
437,438,Resignation-Other reasons,2013,Teacher,Special Education,False,False,False,True,False,False,False,False,False,True,False,False,False,Female,31-35,11.0
438,439,Resignation-Other employer,2013,Teacher,Secondary,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,
439,440,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,True,False,True,False,False,False,False,False,False,Female,56-60,3.0
440,441,Age Retirement,2012,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,19.0
441,442,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,31-35,3.0
442,443,Ill Health Retirement,2013,Schools Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,
443,444,Age Retirement,2013,Deputy Principal,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,14.0
444,445,Age Retirement,2013,Teacher,Secondary,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,7.0
445,446,Ill Health Retirement,2012,Teacher Aide,,False,False,True,False,True,False,True,False,False,False,True,False,False,Male,61 or older,3.0
446,447,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,13.0
447,448,Termination,2012,Public Servant,AO8 and Above,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,2.0
448,449,Ill Health Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,10.0
449,450,Resignation-Other employer,2012,Teacher,Primary,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,
450,451,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,21.0
451,452,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1.0
452,453,Resignation-Move overseas/interstate,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,6.0
453,454,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,
454,455,Resignation-Move overseas/interstate,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,0.0
455,456,Other,2013,Teacher,Secondary,False,False,False,True,False,False,False,False,False,True,True,True,False,Female,26-30,4.0
456,457,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,0.0
457,458,Voluntary Early Retirement (VER),2013,Teacher,Primary,False,False,False,True,False,False,False,False,False,True,False,True,False,Female,56-60,31.0
458,459,Age Retirement,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,24.0
459,460,Resignation-Move overseas/interstate,2012,Public Servant,AO5-AO7,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,-1.0
460,461,Termination,2013,School Administrative Staff,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,4.0
461,462,Resignation-Other reasons,2013,Teacher Aide,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,3.0
462,463,Voluntary Early Retirement (VER),2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,32.0
463,464,Ill Health Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,True,True,False,Female,41-45,
464,465,Resignation-Other employer,2013,Teacher,Primary,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,11.0
465,466,Age Retirement,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,56-60,5.0
466,467,Resignation-Other reasons,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,41-45,0.0
467,468,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
468,469,Ill Health Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,14.0
469,470,Other,2013,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,0.0
470,471,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,46-50,0.0
471,472,Resignation-Other reasons,2013,Teacher,Secondary,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56-60,
472,473,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,61 or older,15.0
473,474,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,True,True,False,True,False,False,False,True,False,False,Female,51-55,16.0
474,475,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,,61 or older,4.0
475,476,Ill Health Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,8.0
476,477,Resignation-Other reasons,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,2.0
477,478,Resignation-Move overseas/interstate,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,46-50,9.0
478,479,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,
479,480,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,26-30,0.0
480,481,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,37.0
481,482,Resignation-Other reasons,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,41-45,22.0
482,483,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,5.0
483,484,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,True,True,Female,61 or older,4.0
484,485,Age Retirement,2013,Guidance Officer,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,25.0
485,486,Resignation-Move overseas/interstate,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,2.0
486,487,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,20.0
487,488,Ill Health Retirement,2012,Teacher Aide,,False,False,True,False,False,False,False,False,False,True,False,False,False,Female,61 or older,2.0
488,489,Age Retirement,2013,Guidance Officer,,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,61 or older,21.0
489,490,Resignation-Other reasons,2012,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,
490,491,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,1.0
491,492,Ill Health Retirement,2013,Professional Officer,PO1-PO4,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,61 or older,8.0
492,493,Resignation-Other reasons,2013,Teacher,Special Education,False,False,False,True,False,False,False,False,False,False,False,False,False,,61 or older,5.0
493,494,Other,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,17.0
494,495,Resignation-Other employer,2012,Cleaner,,False,True,False,True,False,False,False,False,False,False,False,True,False,Female,56-60,24.0
495,496,Resignation-Other reasons,2013,Cleaner,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1.0
496,497,Ill Health Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,True,True,False,Male,51-55,1.0
497,498,Resignation-Move overseas/interstate,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,36-40,4.0
498,499,Age Retirement,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,3.0
499,500,Resignation-Move overseas/interstate,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,0.0
500,501,Resignation-Other employer,2013,Teacher,Primary,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,11.0
501,502,Ill Health Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,True,False,,61 or older,42.0
502,503,Ill Health Retirement,2013,School Principal,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,35.0
503,504,Resignation-Other reasons,2013,Teacher,Secondary,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,61 or older,0.0
504,505,Resignation-Move overseas/interstate,2013,Teacher,Secondary,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,2.0
505,506,Resignation-Other reasons,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,46-50,
506,507,Resignation-Other reasons,2013,Public Servant,A01-A04,True,False,False,False,True,False,False,False,False,True,False,False,False,Female,21-25,3.0
507,508,Ill Health Retirement,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,19.0
508,509,Ill Health Retirement,2013,Teacher Aide,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,
509,510,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,51-55,18.0
510,511,Other,2013,Other,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,0.0
511,512,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,38.0
512,513,Age Retirement,2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,37.0
513,514,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,38.0
514,515,Age Retirement,2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,9.0
515,516,Age Retirement,2013,Business Service Manager,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,14.0
516,517,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,28.0
517,518,Resignation-Move overseas/interstate,2010,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,,31-35,3.0
518,519,Age Retirement,2012,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,24.0
519,520,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,,56-60,35.0
520,521,Ill Health Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,13.0
521,522,Age Retirement,2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,27.0
522,523,Age Retirement,2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,14.0
523,524,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,14.0
524,525,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,61 or older,4.0
525,526,Age Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,18.0
526,527,Age Retirement,2013,,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,1.0
527,528,Age Retirement,2012,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,26.0
528,529,Ill Health Retirement,2012,Teacher,Primary,False,False,False,True,True,False,False,False,False,True,False,False,False,Male,61 or older,22.0
529,530,Age Retirement,2013,Schools Officer,,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,61 or older,
530,531,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,,61 or older,38.0
531,532,Resignation-Other reasons,2013,Cleaner,,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,
532,533,Voluntary Early Retirement (VER),2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,18.0
533,534,Resignation-Move overseas/interstate,2013,Public Servant,AO8 and Above,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,1.0
534,535,Resignation-Other reasons,2012,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,4.0
535,536,Age Retirement,2013,Teacher,Primary,False,False,False,False,True,False,False,False,True,False,False,False,False,Female,56-60,16.0
536,537,Resignation-Other reasons,2013,Teacher Aide,,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,1.0
537,538,Voluntary Early Retirement (VER),2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,17.0
538,539,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,
539,540,Resignation-Other reasons,2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,4.0
540,541,Ill Health Retirement,2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,7.0
541,542,Resignation-Other reasons,2013,Public Servant,A01-A04,False,False,False,True,False,False,True,False,False,False,False,False,False,Female,41-45,1.0
542,543,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,6.0
543,544,Resignation-Other employer,2013,Professional Officer,PO1-PO4,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,21-25,2.0
544,545,Age Retirement,2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,4.0
545,546,Age Retirement,2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,12.0
546,547,Other,2013,Cleaner,,False,False,False,False,False,False,False,False,True,True,False,False,False,Male,61 or older,4.0
547,548,Resignation-Other employer,2013,Teacher Aide,,True,False,False,True,True,False,False,False,False,False,False,False,False,Female,41-45,1.0
548,549,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,27.0
549,550,Age Retirement,2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,34.0
550,551,Resignation-Other reasons,2013,Teacher,Primary,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,36-40,8.0
551,552,Resignation-Move overseas/interstate,2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,2.0
552,553,Resignation-Other reasons,2013,Teacher,Special Education,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,56-60,0.0
553,554,Age Retirement,2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,15.0
554,555,Age Retirement,2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,
555,556,Age Retirement,09/2013,Teacher Aide,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,38.0
556,557,Age Retirement,09/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,56-60,3.0
557,558,Resignation-Move overseas/interstate,07/2013,Teacher,Middle,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,21-25,2.0
558,559,Age Retirement,08/2013,Teacher,Primary,False,False,False,False,True,False,False,True,False,False,False,False,False,Male,61 or older,7.0
559,560,Voluntary Early Retirement (VER),09/2013,Teacher Aide,,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,12.0
560,561,Age Retirement,07/2013,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,1.0
561,562,Voluntary Early Retirement (VER),08/2013,Head of Curriculum/Head of Special Education,,False,False,True,False,False,False,True,False,False,False,True,True,False,Male,56-60,13.0
562,563,Resignation-Move overseas/interstate,06/2013,Cleaner,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1.0
563,564,Resignation-Other reasons,06/2013,Teacher,Secondary,False,False,False,False,True,False,True,False,False,False,True,True,False,Female,41-45,2.0
564,565,Voluntary Early Retirement (VER),09/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,17.0
565,566,Age Retirement,07/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,17.0
566,567,Age Retirement,04/2013,Head of Curriculum/Head of Special Education,,False,False,False,True,False,False,False,False,False,False,True,False,False,Male,56-60,28.0
567,568,Age Retirement,07/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,61 or older,2.0
568,569,Resignation-Other reasons,06/2013,Teacher Aide,,False,True,False,False,False,False,False,False,True,False,True,False,False,Female,46-50,
569,570,Resignation-Other reasons,07/2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,31-35,3.0
570,571,Other,06/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,8.0
571,572,Resignation-Other reasons,07/2013,Business Service Manager,,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,5.0
572,573,Termination,09/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,
573,574,Ill Health Retirement,06/2013,Cleaner,,False,False,False,False,True,True,False,False,False,True,False,False,False,Female,41-45,2.0
574,575,Voluntary Early Retirement (VER),06/2013,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,6.0
575,576,Resignation-Other reasons,07/2013,Public Servant,AO5-AO7,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,8.0
576,577,Resignation-Other reasons,06/2013,Teacher Aide,,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,
577,578,Resignation-Other employer,09/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,15.0
578,579,Age Retirement,07/2013,Teacher,Secondary,False,False,False,False,True,False,True,False,False,False,False,False,False,Male,61 or older,10.0
579,580,Ill Health Retirement,07/2013,Schools Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,56-60,10.0
580,581,Age Retirement,07/2013,Schools Officer,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,26.0
581,582,Age Retirement,05/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,17.0
582,583,Age Retirement,05/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,56-60,13.0
583,584,Age Retirement,09/2013,Cleaner,,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,61 or older,21.0
584,585,Resignation-Other employer,07/2013,School Administrative Staff,,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,5.0
585,586,Resignation-Move overseas/interstate,06/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,0.0
586,587,Resignation-Move overseas/interstate,09/2010,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,10.0
587,588,Age Retirement,06/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,15.0
588,589,Resignation-Other employer,06/2013,Other,,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,2.0
589,590,Resignation-Other reasons,09/2013,Other,,False,False,True,False,False,False,False,False,False,False,False,True,False,Male,61 or older,24.0
590,591,Resignation-Other employer,01/2014,Public Servant,,False,False,False,False,True,False,True,False,False,False,False,True,False,Female,31-35,2.0
591,592,Ill Health Retirement,06/2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,True,False,Female,51-55,11.0
592,593,Resignation-Other reasons,06/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,3.0
593,594,Resignation-Other reasons,06/2013,Teacher,Secondary,False,False,False,True,False,False,False,False,True,True,True,True,False,Female,36-40,4.0
594,595,Ill Health Retirement,06/2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,
595,596,Age Retirement,06/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,9.0
596,597,Voluntary Early Retirement (VER),09/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,13.0
597,598,Voluntary Early Retirement (VER),06/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,27.0
598,599,Age Retirement,07/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,27.0
599,600,Voluntary Early Retirement (VER),09/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,15.0
600,601,Age Retirement,07/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,
601,602,Resignation-Other employer,07/2013,Public Servant,AO5-AO7,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,26-30,3.0
602,603,Age Retirement,06/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,6.0
603,604,Contract Expired,09/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,0.0
604,605,Resignation-Other reasons,07/2013,Schools Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,17.0
605,606,Age Retirement,07/2013,School Administrative Staff,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,3.0
606,607,Age Retirement,07/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,13.0
607,608,Resignation-Other reasons,06/2013,Teacher,Primary,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,31-35,2.0
608,609,Resignation-Other reasons,07/2013,Teacher,Secondary,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,31-35,1.0
609,610,Ill Health Retirement,11/2012,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,61 or older,0.0
610,611,Resignation-Other reasons,06/2013,Teacher Aide,,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,24.0
611,612,Ill Health Retirement,05/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,61 or older,23.0
612,613,Resignation-Other reasons,06/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,14.0
613,614,Resignation-Move overseas/interstate,06/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3.0
614,615,Voluntary Early Retirement (VER),07/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,13.0
615,616,Ill Health Retirement,06/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Male,51-55,13.0
616,617,Age Retirement,05/2013,Teacher,Secondary,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,56-60,40.0
617,618,Resignation-Other reasons,09/2013,Teacher,Secondary,False,False,False,True,False,False,True,False,False,False,False,True,False,Female,51-55,5.0
618,619,Age Retirement,07/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,13.0
619,620,Resignation-Other employer,06/2013,Teacher,Special Education,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,9.0
620,621,Age Retirement,08/2013,Public Servant,A01-A04,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,19.0
621,622,Resignation-Other reasons,06/2013,Teacher,Primary,False,False,False,False,True,False,False,False,True,False,False,False,False,Female,51-55,1.0
622,623,Age Retirement,06/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,5.0
623,624,Resignation-Move overseas/interstate,07/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,6.0
624,625,Age Retirement,07/2013,Head of Curriculum/Head of Special Education,,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,56-60,10.0
625,626,Resignation-Other reasons,05/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,2.0
626,627,Resignation-Other reasons,05/2013,Public Servant,A01-A04,False,True,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,3.0
627,628,Ill Health Retirement,05/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,61 or older,13.0
628,629,Age Retirement,04/2014,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,7.0
629,630,Age Retirement,09/2013,Teacher Aide,,False,False,True,False,True,False,True,False,False,False,False,False,False,Female,56-60,21.0
630,631,Age Retirement,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,True,False,False,Female,61 or older,6.0
631,632,Resignation-Other reasons,08/2013,Teacher Aide,,False,False,False,False,False,True,False,False,False,True,False,False,False,Male,41-45,5.0
632,633,Contract Expired,08/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,0.0
633,634,Ill Health Retirement,06/2013,Cleaner,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,22.0
634,635,Age Retirement,08/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,31.0
635,636,Age Retirement,08/2013,Teacher,Primary,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,34.0
636,637,Age Retirement,01/2014,Cleaner,,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,14.0
637,638,Resignation-Other reasons,09/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,0.0
638,639,Age Retirement,07/2014,Teacher,Secondary,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,42.0
639,640,Age Retirement,09/2013,Deputy Principal,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,9.0
640,641,Other,08/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,41-45,6.0
641,642,Resignation-Move overseas/interstate,09/2013,"School Based Professional Staff (Therapist, nurse, etc)",,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,3.0
642,643,Resignation-Move overseas/interstate,09/2013,Teacher Aide,,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3.0
643,644,Voluntary Early Retirement (VER),08/2013,Teacher,Secondary,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,4.0
644,645,Voluntary Early Retirement (VER),10/2013,Teacher,Special Education,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,5.0
645,646,Age Retirement,12/2013,Cleaner,,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,20.0
646,647,Age Retirement,09/2013,Public Servant,AO5-AO7,False,False,False,True,True,False,True,False,False,False,False,False,False,Male,51-55,16.0
647,648,Resignation-Other reasons,09/2013,Technical Officer,,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,16.0
648,649,Other,10/2013,Cleaner,,False,True,False,True,True,False,False,False,False,False,False,False,True,Female,51-55,3.0
649,650,Resignation-Other employer,09/2013,Teacher Aide,,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5.0
650,651,Resignation-Other employer,10/2013,Head of Curriculum/Head of Special Education,,False,True,True,False,False,False,False,False,False,False,False,False,False,Female,61 or older,10.0
