,Unnamed: 0,Unnamed: 0.1,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,cf_dept_dissatisfaction_x,cf_to_public_sector_x,cf_to_private_sector_x,cf_interpersonal_conflict_x,cf_job_dissatisfaction_x,cf_family_x,cf_health_x,cf_other_x
252,252,252,634535441639531000,Delivery (teaching),Termination,False,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,41 – 45,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False
253,253,253,634540823178594000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Agree,Neutral,Agree,Agree,Agree,Female,41 – 45,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False
254,254,254,634541462557656000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,Agree,Disagree,Agree,Agree,Strongly Agree,Female,21 – 25,Temporary Full-time,3 to 4 Years,False,True,False,False,False,False,False,False
255,255,255,634549611075156000,Non-Delivery (corporate),Transfer,False,False,False,False,False,False,False,True,Agree,Strongly Disagree,Agree,Agree,Agree,Female,36 – 40,Temporary Full-time,1 to 2 Years,False,False,False,False,False,False,False,True
256,256,256,634550190071875000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Temporary Part-time,1 to 2 Years,False,True,False,False,False,False,False,False
257,257,257,634550359425000000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,,,,NaN,False,False,False,False,False,False,False,False
258,258,258,634551034294687000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
259,259,259,634551070180781000,Delivery (teaching),Resignation,False,False,False,False,False,False,True,False,Neutral,Agree,Disagree,Neutral,Neutral,Female,36 – 40,Permanent Part-time,5 to 6 Years,False,False,False,True,False,False,False,False
260,260,260,634551832315938000,Non-Delivery (corporate),Transfer,False,False,False,False,True,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,46 – 50,Permanent Full-time,3 to 4 Years,True,False,False,False,False,False,False,False
261,261,261,634552014788281000,Non-Delivery (corporate),Contract Expired,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,46 – 50,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False
262,262,262,634552711776250000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Neutral,Female,56 or older,Permanent Full-time,7 to 10 Years,False,False,False,False,False,False,False,False
263,263,263,634552870206250000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Male,36 – 40,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,True
264,264,264,634552909616094000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
265,265,265,634553547935261000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Female,51-55,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False
266,266,266,634553571408906000,Delivery (teaching),Retirement,False,False,True,False,False,True,False,False,Agree,Agree,,Neutral,Neutral,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,True,False,True,False
267,267,267,634553808149844000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False
268,268,268,634556211676511000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
269,269,269,634556218132500000,Delivery (teaching),Retirement,False,False,True,False,False,False,False,False,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,True,False
270,270,270,634556300304062000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,Agree,Agree,Agree,Strongly Agree,Agree,Female,41 – 45,Permanent Full-time,1 to 2 Years,False,True,False,False,False,False,False,False
271,271,271,634556943700261000,Non-Delivery (corporate),Retirement,False,False,True,False,True,False,False,False,,,Neutral,Neutral,Agree,Male,56 or older,Permanent Full-time,7 to 10 Years,True,False,False,False,False,False,True,False
272,272,272,634557007707500000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,Neutral,Neutral,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
273,273,273,634557157627136000,Delivery (teaching),Termination,False,False,False,False,False,False,False,False,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Male,56 or older,Permanent Full-time,5 to 6 Years,False,False,False,False,False,False,False,False
274,274,274,634557860472500000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,Disagree,Disagree,Agree,Agree,Agree,Male,46 – 50,Permanent Full-time,11 to 20 Years,False,False,True,False,False,False,False,False
275,275,275,634558028009480000,Non-Delivery (corporate),Resignation,False,True,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Male,26 – 30,Temporary Full-time,1 to 2 Years,False,False,True,False,False,False,False,False
276,276,276,634558122915156000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
277,277,277,634558951400730000,Delivery (teaching),Resignation,False,True,False,False,False,False,False,False,Disagree,Neutral,Agree,Agree,Agree,Female,56 or older,Permanent Part-time,20 Plus Years,False,False,True,False,False,False,False,False
278,278,278,634558972484324000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
279,279,279,634563192324844000,Non-Delivery (corporate),Resignation,False,False,True,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,True,False
280,280,280,634563904634531000,Delivery (teaching),Resignation,False,False,False,True,False,False,False,True,Neutral,Agree,Agree,Agree,Neutral,Female,56 or older,Permanent Full-time,5 to 6 Years,False,False,False,False,False,True,False,True
281,281,281,634563927869375000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,Disagree,Disagree,Neutral,Agree,Disagree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,True
282,282,282,634564000928438000,Non-Delivery (corporate),Retirement,False,False,False,False,True,True,True,False,Neutral,Neutral,Neutral,Neutral,Neutral,Female,56 or older,Permanent Full-time,7 to 10 Years,True,False,False,True,True,False,False,False
283,283,283,634564018384531000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Neutral,Neutral,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
284,284,284,634564063601250000,Delivery (teaching),Retirement,False,False,True,False,False,False,False,False,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,True,False
285,285,285,634564078365469000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
286,286,286,634564089906719000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,Disagree,Neutral,Strongly Agree,Agree,Disagree,Female,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
287,287,287,634564734197031000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
288,288,288,634564737601875000,Delivery (teaching),Resignation,False,False,False,False,False,True,False,False,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Male,46 – 50,Temporary Full-time,Under 1 Year,False,False,False,False,True,False,False,False
289,289,289,634564781161406000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Disagree,Neutral,Agree,Male,41 – 45,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False
290,290,290,634564785186250000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
291,291,291,634564786657344000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Neutral,Strongly Agree,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
292,292,292,634564899012031000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Disagree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
293,293,293,634565719506875000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Male,46 – 50,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False
294,294,294,634568278370781000,Delivery (teaching),Resignation,False,False,False,False,True,True,False,False,Disagree,Strongly Disagree,Agree,Agree,Neutral,Male,51-55,Permanent Full-time,20 Plus Years,True,False,False,False,True,False,False,False
295,295,295,634568317773125000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
296,296,296,634568388536875000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Neutral,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
297,297,297,634568471579063000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
298,298,298,634570010768125000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Neutral,Agree,Neutral,Agree,Female,51-55,Permanent Full-time,7 to 10 Years,False,False,False,False,False,False,False,False
299,299,299,634570247249322000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
300,300,300,634570821134531000,Non-Delivery (corporate),Transfer,True,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,26 – 30,Temporary Full-time,Under 1 Year,False,True,False,False,False,False,False,False
301,301,301,634570842998906000,Non-Delivery (corporate),Resignation,False,False,False,False,True,True,True,True,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Female,46 – 50,Permanent Full-time,5 to 6 Years,True,False,False,True,True,False,False,True
302,302,302,634570881452188000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,True,Neutral,Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,True
303,303,303,634574339025156000,Delivery (teaching),Resignation,False,False,False,False,True,True,False,False,Neutral,Disagree,Disagree,Agree,,Male,51-55,Permanent Full-time,20 Plus Years,True,False,False,False,True,False,False,False
304,304,304,634574528552031000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
305,305,305,634574540544844000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
306,306,306,634575147671875000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
307,307,307,634575160731250000,Delivery (teaching),Resignation,False,False,False,True,False,False,False,False,Disagree,Neutral,Agree,Agree,Agree,Male,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,True,False,False
308,308,308,634575215740156000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Neutral,Neutral,Neutral,,,,NaN,False,False,False,False,False,False,False,False
309,309,309,634575365172344000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Agree,Disagree,Disagree,Neutral,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
310,310,310,634575412792500000,Non-Delivery (corporate),Resignation,False,False,False,False,True,False,False,False,Disagree,Disagree,Agree,Agree,Neutral,Female,56 or older,Permanent Part-time,20 Plus Years,True,False,False,False,False,False,False,False
311,311,311,634575998028125000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Neutral,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
312,312,312,634576020012813000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Female,56 or older,Permanent Part-time,11 to 20 Years,False,False,False,False,False,False,False,True
313,313,313,634576068194844000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Neutral,Agree,Agree,Agree,Male,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
314,314,314,634576230941875000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,,Agree,Male,56 or older,Contract/casual,1 to 2 Years,False,False,False,False,False,False,False,False
315,315,315,634576957824062000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,True
316,316,316,634577056474375000,Non-Delivery (corporate),Resignation,True,False,False,False,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,21 – 25,Permanent Full-time,Under 1 Year,False,True,False,False,False,False,False,False
317,317,317,634577068502656000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,True
318,318,318,634577125839844000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,True,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,True
319,319,319,634577814504531000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
320,320,320,634577945776563000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,Agree,Agree,Neutral,Neutral,Agree,Female,51-55,Contract/casual,3 to 4 Years,False,False,False,False,False,False,False,True
321,321,321,634577978929375000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Part-time,3 to 4 Years,False,False,False,False,False,False,False,True
322,322,322,634580376657969000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Male,41 – 45,Permanent Part-time,7 to 10 Years,False,False,False,False,False,False,False,False
323,323,323,634580402580937000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Disagree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
324,324,324,634580449107031000,Non-Delivery (corporate),,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
325,325,325,634580584676406000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Female,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,True
326,326,326,634581174116250000,Delivery (teaching),Resignation,False,False,False,False,True,True,True,False,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Male,51-55,Permanent Full-time,20 Plus Years,True,False,False,True,True,False,False,False
327,327,327,634581193524375000,Delivery (teaching),Retirement,False,True,False,False,False,True,False,False,Disagree,Neutral,Neutral,Neutral,Neutral,Male,46 – 50,Permanent Full-time,11 to 20 Years,False,False,True,False,True,False,False,False
328,328,328,634581200570937000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Agree,Disagree,Agree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
329,329,329,634581205982188000,Delivery (teaching),Transfer,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
330,330,330,634581219297344000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
331,331,331,634581227530000000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Female,56 or older,Permanent Full-time,7 to 10 Years,False,False,False,False,False,False,False,False
332,332,332,634581240039844000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Male,51-55,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
333,333,333,634581287875000000,Delivery (teaching),Retirement,False,False,False,False,False,True,False,False,Neutral,Agree,Neutral,Agree,Agree,Female,56 or older,Permanent Part-time,11 to 20 Years,False,False,False,False,True,False,False,False
334,334,334,634581374353750000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
335,335,335,634581382832188000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
336,336,336,634581395871562000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
337,337,337,634582037492969000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,36 – 40,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False
338,338,338,634582074204062000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,False,Disagree,Agree,Neutral,Neutral,Agree,Female,26 – 30,Temporary Full-time,Under 1 Year,False,False,False,False,False,False,False,False
339,339,339,634582107325625000,Delivery (teaching),Retirement,False,False,False,False,True,False,False,False,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,True,False,False,False,False,False,False,False
340,340,340,634582121700937000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Agree,Neutral,Neutral,Agree,Female,56 or older,Permanent Part-time,11 to 20 Years,False,False,False,False,False,False,False,False
341,341,341,634582155813125000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,Agree,Strongly Agree,Female,46 – 50,Temporary Part-time,1 to 2 Years,False,False,False,False,False,False,False,False
342,342,342,634582194805469000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
343,343,343,634582239753594000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Female,51-55,Permanent Part-time,20 Plus Years,False,False,False,False,False,False,False,False
344,344,344,634582296244062000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Disagree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
345,345,345,634582313571250000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Disagree,Agree,Agree,Agree,Female,41 – 45,Permanent Part-time,11 to 20 Years,False,False,False,False,False,False,False,False
346,346,346,634583031748750000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Neutral,Agree,Neutral,Agree,Female,51-55,Permanent Full-time,5 to 6 Years,False,False,False,False,False,False,False,False
347,347,347,634583077875781000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Disagree,Neutral,Neutral,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
348,348,348,634583118693437000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
349,349,349,634583146836094000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Strongly Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
350,350,350,634583178702344000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Disagree,Neutral,Neutral,Agree,Male,56 or older,Permanent Full-time,7 to 10 Years,False,False,False,False,False,False,False,False
351,351,351,634583834033437000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,True,Agree,Agree,Neutral,Agree,Neutral,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,True
352,352,352,634583841789688000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Female,36 – 40,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,False
353,353,353,634583921802031000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
354,354,354,634583953717969000,Non-Delivery (corporate),Retirement,False,False,False,False,True,False,False,False,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Female,56 or older,Permanent Full-time,20 Plus Years,True,False,False,False,False,False,False,False
355,355,355,634583967086406000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Agree,Strongly Agree,Agree,Agree,Female,31 – 35,Permanent Part-time,5 to 6 Years,False,False,False,False,False,False,False,False
356,356,356,634583968718906000,Delivery (teaching),Contract Expired,False,False,False,False,False,False,False,False,Agree,Agree,Strongly Agree,Strongly Agree,,Female,56 or older,Temporary Part-time,3 to 4 Years,False,False,False,False,False,False,False,False
357,357,357,634584008886406000,Non-Delivery (corporate),Transfer,True,False,False,False,False,True,False,False,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Male,21 – 25,Temporary Full-time,1 to 2 Years,False,True,False,False,True,False,False,False
358,358,358,634586368436563000,Non-Delivery (corporate),Retirement,False,False,False,False,False,False,False,True,Neutral,Neutral,Agree,Agree,Strongly Agree,Female,56 or older,Permanent Part-time,20 Plus Years,False,False,False,False,False,False,False,True
359,359,359,634587255819219000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Neutral,Agree,Agree,Female,51-55,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
360,360,360,634587282300781000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
361,361,361,634587326853281000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
362,362,362,634587358750312000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Male,56 or older,Permanent Full-time,3 to 4 Years,False,False,False,False,False,False,False,False
363,363,363,634587368215469000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Female,46 – 50,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
364,364,364,634587439648750000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
365,365,365,634588118119375000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Neutral,Disagree,Disagree,Disagree,Female,41 – 45,Permanent Part-time,11 to 20 Years,False,False,False,False,False,False,False,False
366,366,366,634588206563125000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
367,367,367,634588972696719000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,,,,,,,,,NaN,False,False,False,False,False,False,False,False
368,368,368,634589004859375000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Neutral,Disagree,Neutral,Neutral,Agree,Male,51-55,Permanent Full-time,11 to 20 Years,False,False,False,False,False,False,False,False
369,369,369,634589056926875000,Delivery (teaching),Retirement,False,False,False,False,False,False,False,False,Neutral,Agree,Agree,Agree,Neutral,Male,51-55,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
370,370,370,634589124148906000,Non-Delivery (corporate),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,5 to 6 Years,False,False,False,False,False,False,False,False
371,371,371,634589153179219000,Delivery (teaching),Resignation,False,False,False,False,False,False,False,True,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Female,51-55,Contract/casual,Under 1 Year,False,False,False,False,False,False,False,True
372,372,372,634589971216563000,Delivery (teaching),Retrenchment/ Redundancy,False,False,False,False,False,False,False,False,Agree,Agree,Agree,Strongly Agree,Disagree,Male,56 or older,Permanent Full-time,20 Plus Years,False,False,False,False,False,False,False,False
373,373,373,634592500853750000,Non-Delivery (corporate),Resignation,False,False,False,False,True,True,True,False,,,,,,,,,NaN,True,False,False,True,True,False,False,False
374,374,374,634592549493281000,Non-Delivery (corporate),Resignation,False,False,False,False,False,False,False,True,Agree,Neutral,Agree,Agree,Agree,Female,46 – 50,Temporary Part-time,3 to 4 Years,False,False,False,False,False,False,False,True
