,record_id,job_position,leave_year,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years
293,634565719506875000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Male,46 – 50,Temporary Full-time,Less than 1 year
294,634568278370781000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Disagree,Strongly Disagree,Agree,Agree,Neutral,Male,51-55,Permanent Full-time,More than 20 years
295,634568317773125000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Agree,Strongly Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
296,634568388536875000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Neutral,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
297,634568471579063000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
298,634570010768125000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Neutral,Agree,Neutral,Agree,Female,51-55,Permanent Full-time,7-10
299,634570247249322000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11-20
300,634570821134531000,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Female,26 – 30,Temporary Full-time,Less than 1 year
301,634570842998906000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,Other,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Female,46 – 50,Permanent Full-time,5-6
302,634570881452188000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,Other,Neutral,Agree,Agree,Agree,Strongly Agree,Male,56 or older,Permanent Full-time,More than 20 years
303,634574339025156000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Neutral,Disagree,Disagree,Agree,,Male,51-55,Permanent Full-time,More than 20 years
304,634574528552031000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
305,634574540544844000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,
306,634575147671875000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,11-20
307,634575160731250000,Delivery (teaching),2011.0,Resignation,-,-,-,Maternity/Family,-,-,-,-,Disagree,Neutral,Agree,Agree,Agree,Male,51-55,Permanent Full-time,11-20
308,634575215740156000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Neutral,Neutral,Neutral,,,,
309,634575365172344000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Agree,Disagree,Disagree,Neutral,Male,56 or older,Permanent Full-time,11-20
310,634575412792500000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Disagree,Disagree,Agree,Agree,Neutral,Female,56 or older,Permanent Part-time,More than 20 years
311,634575998028125000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Neutral,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
312,634576020012813000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Female,56 or older,Permanent Part-time,11-20
313,634576068194844000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Neutral,Agree,Agree,Agree,Male,51-55,Permanent Full-time,11-20
314,634576230941875000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Disagree,Agree,Agree,,Agree,Male,56 or older,Contract/casual,1-2
315,634576957824062000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11-20
316,634577056474375000,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,21 – 25,Permanent Full-time,Less than 1 year
317,634577068502656000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,3-4
318,634577125839844000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,Other,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Male,56 or older,Permanent Full-time,More than 20 years
319,634577814504531000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,Neutral,Agree,Agree,Agree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
320,634577945776563000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Agree,Neutral,Neutral,Agree,Female,51-55,Contract/casual,3-4
321,634577978929375000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Part-time,3-4
322,634580376657969000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Male,41 – 45,Permanent Part-time,7-10
323,634580402580937000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Disagree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11-20
324,634580449107031000,Non-Delivery (corporate),2011.0,,,,,,,,,,,,,,,,,,
325,634580584676406000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Female,56 or older,Permanent Full-time,More than 20 years
326,634581174116250000,Delivery (teaching),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Male,51-55,Permanent Full-time,More than 20 years
327,634581193524375000,Delivery (teaching),2011.0,Retirement,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,Disagree,Neutral,Neutral,Neutral,Neutral,Male,46 – 50,Permanent Full-time,11-20
328,634581200570937000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Agree,Disagree,Agree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
329,634581205982188000,Delivery (teaching),2012.0,Transfer,-,-,-,-,-,-,-,-,,,,,,,,,
330,634581219297344000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Male,56 or older,Permanent Full-time,11-20
331,634581227530000000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Female,56 or older,Permanent Full-time,7-10
332,634581240039844000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Male,51-55,Permanent Full-time,More than 20 years
333,634581287875000000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Job Dissatisfaction,-,-,Neutral,Agree,Neutral,Agree,Agree,Female,56 or older,Permanent Part-time,11-20
334,634581374353750000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,Disagree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,More than 20 years
335,634581382832188000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Female,56 or older,Permanent Full-time,11-20
336,634581395871562000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Female,56 or older,Permanent Full-time,11-20
337,634582037492969000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,36 – 40,Temporary Full-time,Less than 1 year
338,634582074204062000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Disagree,Agree,Neutral,Neutral,Agree,Female,26 – 30,Temporary Full-time,Less than 1 year
339,634582107325625000,Delivery (teaching),2011.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Male,56 or older,Permanent Full-time,More than 20 years
340,634582121700937000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Agree,Neutral,Neutral,Agree,Female,56 or older,Permanent Part-time,11-20
341,634582155813125000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Disagree,Agree,Agree,Agree,Strongly Agree,Female,46 – 50,Temporary Part-time,1-2
342,634582194805469000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,
343,634582239753594000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Female,51-55,Permanent Part-time,More than 20 years
344,634582296244062000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Disagree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11-20
345,634582313571250000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Female,41 – 45,Permanent Part-time,11-20
346,634583031748750000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Neutral,Agree,Neutral,Agree,Female,51-55,Permanent Full-time,5-6
347,634583077875781000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Disagree,Neutral,Neutral,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
348,634583118693437000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11-20
349,634583146836094000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,More than 20 years
350,634583178702344000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Disagree,Neutral,Neutral,Agree,Male,56 or older,Permanent Full-time,7-10
351,634583834033437000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Agree,Neutral,Agree,Neutral,Female,56 or older,Permanent Full-time,11-20
352,634583841789688000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Female,36 – 40,Contract/casual,Less than 1 year
353,634583921802031000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,
354,634583953717969000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Female,56 or older,Permanent Full-time,More than 20 years
355,634583967086406000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Agree,Strongly Agree,Agree,Agree,Female,31 – 35,Permanent Part-time,5-6
356,634583968718906000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,,Female,56 or older,Temporary Part-time,3-4
357,634584008886406000,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,Job Dissatisfaction,-,-,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Male,21 – 25,Temporary Full-time,1-2
358,634586368436563000,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,Other,Neutral,Neutral,Agree,Agree,Strongly Agree,Female,56 or older,Permanent Part-time,More than 20 years
359,634587255819219000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Neutral,Agree,Agree,Female,51-55,Permanent Full-time,More than 20 years
360,634587282300781000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,51-55,Permanent Full-time,11-20
361,634587326853281000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11-20
362,634587358750312000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Male,56 or older,Permanent Full-time,3-4
363,634587368215469000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Female,46 – 50,Permanent Full-time,11-20
364,634587439648750000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,11-20
365,634588118119375000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Neutral,Disagree,Disagree,Disagree,Female,41 – 45,Permanent Part-time,11-20
366,634588206563125000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,
367,634588972696719000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,,,,,,,,,
368,634589004859375000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Disagree,Neutral,Neutral,Agree,Male,51-55,Permanent Full-time,11-20
369,634589056926875000,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,Neutral,Agree,Agree,Agree,Neutral,Male,51-55,Permanent Full-time,More than 20 years
370,634589124148906000,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Male,56 or older,Permanent Full-time,5-6
371,634589153179219000,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Other,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Female,51-55,Contract/casual,Less than 1 year
372,634589971216563000,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Disagree,Male,56 or older,Permanent Full-time,More than 20 years
373,634592500853750000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,,,,,,,,,
374,634592549493281000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Neutral,Agree,Agree,Agree,Female,46 – 50,Temporary Part-time,3-4
375,634593386107187000,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Other,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Female,41 – 45,Temporary Full-time,1-2
376,634595096448594000,Non-Delivery (corporate),2011.0,Retirement,-,-,Ill Health,-,-,-,-,-,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Part-time,7-10
377,634595867098906000,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Neutral,Neutral,Neutral,Agree,Female,41 – 45,Temporary Full-time,3-4
378,634596021056875000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Strongly Agree,Agree,Disagree,Neutral,Agree,Female,26 – 30,Temporary Full-time,Less than 1 year
379,634596058346875000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,,,,
380,634598712269375000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Disagree,Strongly Disagree,Agree,Agree,Agree,Male,46 – 50,Permanent Full-time,Less than 1 year
381,634599352590156000,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Temporary Part-time,3-4
382,634600207124687000,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,Disagree,Neutral,Agree,Agree,Agree,Female,41 – 45,Temporary Part-time,3-4
383,634600285342656000,Non-Delivery (corporate),2011.0,Resignation,-,-,Ill Health,-,-,-,-,Other,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,41 – 45,Temporary Full-time,Less than 1 year
384,634601227926094000,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,Other,Agree,Agree,Agree,Neutral,Strongly Agree,Female,31 – 35,Permanent Full-time,3-4
385,634612373906875000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,Disagree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Full-time,More than 20 years
386,634617650635469000,Delivery (teaching),2012.0,Resignation,-,-,-,Maternity/Family,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Neutral,Agree,Strongly Disagree,Disagree,Male,41 – 45,Permanent Full-time,3-4
387,634619453818281000,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,Agree,Agree,Neutral,Neutral,Neutral,Male,31 – 35,Permanent Full-time,Less than 1 year
388,634620112502188000,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,51-55,Permanent Full-time,Less than 1 year
389,634620134299688000,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,Maternity/Family,-,-,-,-,Disagree,Agree,Neutral,,Agree,Female,36 – 40,Temporary Full-time,5-6
390,634623528068438000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,20 or younger,Temporary Full-time,Less than 1 year
391,634623599234844000,Non-Delivery (corporate),2012.0,Resignation,-,-,Ill Health,-,-,-,-,-,Neutral,Agree,Neutral,Neutral,Agree,Female,56 or older,Permanent Full-time,11-20
392,634625490994219000,Delivery (teaching),2012.0,Retirement,,,,,,,,,,,,,,,,,
393,634625548923437000,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,Disagree,Agree,,Neutral,Agree,Male,56 or older,Permanent Full-time,11-20
394,634628700820312000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,41 – 45,Permanent Full-time,1-2
395,634634833429063000,Delivery (teaching),2012.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Female,31 – 35,Permanent Full-time,1-2
396,634635009354531000,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Part-time,Less than 1 year
397,634635670462188000,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,41 – 45,Temporary Full-time,Less than 1 year
398,634638198687656000,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Male,36 – 40,Permanent Full-time,7-10
399,634638266961250000,Delivery (teaching),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,Job Dissatisfaction,-,-,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Male,41 – 45,Temporary Full-time,1-2
400,634638274154219000,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,Career Move - Private Sector,-,-,-,-,-,Other,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Female,26 – 30,Temporary Full-time,1-2
401,634638401683906000,Delivery (teaching),2012.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Disagree,Agree,Agree,Agree,Strongly Disagree,Male,56 or older,Permanent Full-time,11-20
402,634640883155625000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Agree,Agree,Agree,Female,56 or older,Permanent Part-time,11-20
403,634647786128438000,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,Agree,Agree,Neutral,Agree,Strongly Disagree,Female,41 – 45,Contract/casual,Less than 1 year
404,634648744738906000,Delivery (teaching),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,Interpersonal Conflict,-,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Female,51-55,Temporary Full-time,1-2
405,634648747047187000,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Agree,Disagree,Disagree,Neutral,Male,51-55,Permanent Full-time,11-20
406,634650545650312000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11-20
407,634653126293281000,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,Disagree,Agree,Agree,Strongly Agree,Agree,Male,26 – 30,Permanent Full-time,7-10
408,634654936843281000,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Male,41 – 45,Temporary Full-time,5-6
409,634662477490156000,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Neutral,Disagree,Agree,Disagree,Neutral,Female,31 – 35,Temporary Full-time,Less than 1 year
410,634665151952656000,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,Neutral,Neutral,Neutral,Agree,Disagree,Female,51-55,Permanent Full-time,7-10
411,634665190018906000,Delivery (teaching),2012.0,Retirement,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Strongly Disagree,Agree,Neutral,Agree,Agree,Male,56 or older,Permanent Full-time,5-6
412,634666828449688000,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Job Dissatisfaction,-,-,,,,,,,,,
413,634666854789531000,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Female,41 – 45,Permanent Full-time,11-20
414,634667551458125000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,Other,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Female,56 or older,Permanent Full-time,11-20
415,634667782794219000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,
416,634668611537031000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,Other,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,31 – 35,Temporary Full-time,3-4
417,634668639377500000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Female,26 – 30,Temporary Full-time,Less than 1 year
418,634671038100781000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Female,31 – 35,Temporary Full-time,Less than 1 year
419,634671263031094000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Female,26 – 30,Permanent Full-time,5-6
420,634671297286719000,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,Other,Neutral,Neutral,Agree,Agree,Neutral,Female,51-55,Contract/casual,1-2
421,634674515660156000,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Job Dissatisfaction,-,-,Disagree,Neutral,Agree,Neutral,Agree,Male,36 – 40,Permanent Full-time,11-20
422,634679850935469000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,Agree,Agree,Strongly Agree,Neutral,Agree,Female,56 or older,Permanent Part-time,11-20
423,634683154020000000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,Other,,,,,,,,,
424,634683356744531000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,Other,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Female,20 or younger,Permanent Full-time,3-4
425,634683398688906000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,Other,,,,,,,,,
426,634683991923437000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,56 or older,Temporary Full-time,Less than 1 year
427,634684858305469000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,51-55,Temporary Full-time,3-4
428,634685808272500000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,41 – 45,Temporary Full-time,Less than 1 year
429,634685820372813000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,36 – 40,Temporary Full-time,Less than 1 year
430,634686574706563000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,36 – 40,Contract/casual,Less than 1 year
431,634686807219219000,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,26 – 30,Contract/casual,Less than 1 year
432,634689222723750000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Disagree,Neutral,Agree,Agree,Agree,Female,46 – 50,Temporary Full-time,1-2
433,634689360748125000,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,Neutral,Strongly Disagree,Agree,Agree,Disagree,Male,56 or older,Permanent Part-time,More than 20 years
434,634691779624687000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,Maternity/Family,-,-,-,-,Neutral,Agree,Neutral,Disagree,Disagree,Female,21 – 25,Temporary Full-time,1-2
435,634691969682969000,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Male,20 or younger,Temporary Full-time,1-2
436,634696179014844000,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,Other,Disagree,Neutral,Neutral,Agree,Neutral,Female,26 – 30,Temporary Full-time,7-10
437,634696327235313000,Non-Delivery (corporate),2012.0,Resignation,,,,,,,,,,,,,,,,,
438,634697120680156000,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Female,26 – 30,Temporary Part-time,3-4
439,634697816674062000,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Agree,Strongly Agree,Agree,Neutral,Disagree,Female,26 – 30,Permanent Full-time,Less than 1 year
