,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,service_years_x
378,379,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,,20 Plus Years,20 Plus Years
379,380,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Primary,NaN,NaN
380,381,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,7 to 10 Years,7 to 10 Years
381,382,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,True,False,False,False,True,Female,26-30,Secondary,5 to 6 Years,5 to 6 Years
382,383,non_teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,AO8 and Above,3 to 4 Years,3 to 4 Years
383,384,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
384,385,non_teaching_role,Contract Expired,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,36-40,AO5-AO7,1 to 2 Years,1 to 2 Years
385,386,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
386,387,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,,20 Plus Years,20 Plus Years
387,388,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
388,389,teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,5 to 6 Years,5 to 6 Years
389,390,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,Secondary,11 to 20 Years,11 to 20 Years
390,391,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,20 Plus Years,20 Plus Years
391,392,teaching_role,Resignation-Other employer,False,True,False,False,False,True,True,False,False,False,False,False,False,Female,31-35,Secondary,5 to 6 Years,5 to 6 Years
392,393,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Primary,20 Plus Years,20 Plus Years
393,394,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Secondary,3 to 4 Years,3 to 4 Years
394,395,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Primary,20 Plus Years,20 Plus Years
395,396,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
396,397,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,20 Plus Years,20 Plus Years
397,398,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
398,399,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,1 to 2 Years,1 to 2 Years
399,400,non_teaching_role,Resignation-Other employer,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,NaN,NaN
400,401,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
401,402,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,Primary,1 to 2 Years,1 to 2 Years
402,403,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
403,404,non_teaching_role,Termination,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,,5 to 6 Years,5 to 6 Years
404,405,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Primary,11 to 20 Years,11 to 20 Years
405,406,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,True,False,False,False,False,False,False,,,Primary,NaN,NaN
406,407,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,True,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
407,408,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,1 to 2 Years,1 to 2 Years
408,409,teaching_role,Resignation-Other reasons,False,True,False,True,True,True,True,False,True,False,False,True,True,Female,26-30,Primary,5 to 6 Years,5 to 6 Years
409,410,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,,NaN,NaN
410,411,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Primary,5 to 6 Years,5 to 6 Years
411,412,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,NaN,NaN
412,413,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,3 to 4 Years,3 to 4 Years
413,414,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
414,415,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,3 to 4 Years,3 to 4 Years
415,416,teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,True,False,False,False,False,False,False,Male,26-30,Primary,Under 1 Year,Under 1 Year
416,417,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Special Education,20 Plus Years,20 Plus Years
417,418,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,Primary,1 to 2 Years,1 to 2 Years
418,419,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56+,,NaN,NaN
419,420,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,1 to 2 Years,1 to 2 Years
420,421,teaching_role,Age Retirement,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
421,422,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
422,423,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
423,424,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,,1 to 2 Years,1 to 2 Years
424,425,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,7 to 10 Years,7 to 10 Years
425,426,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,,3 to 4 Years,3 to 4 Years
426,427,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1 to 2 Years,1 to 2 Years
427,428,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
428,429,non_teaching_role,Ill Health Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,,20 Plus Years,20 Plus Years
429,430,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
430,431,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,7 to 10 Years,7 to 10 Years
431,432,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,11 to 20 Years,11 to 20 Years
432,433,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,True,True,False,False,True,True,True,False,False,Female,26-30,,3 to 4 Years,3 to 4 Years
433,434,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,46-50,Primary,11 to 20 Years,11 to 20 Years
434,435,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,26-30,,3 to 4 Years,3 to 4 Years
435,436,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,7 to 10 Years,7 to 10 Years
436,437,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,Secondary,11 to 20 Years,11 to 20 Years
437,438,teaching_role,Resignation-Other reasons,False,False,True,False,False,True,False,False,False,False,False,False,False,Female,31-35,Special Education,11 to 20 Years,11 to 20 Years
438,439,teaching_role,Resignation-Other employer,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,NaN,NaN
439,440,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,False,False,False,Female,56+,,3 to 4 Years,3 to 4 Years
440,441,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
441,442,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,,3 to 4 Years,3 to 4 Years
442,443,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,NaN,NaN
443,444,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
444,445,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,Secondary,7 to 10 Years,7 to 10 Years
445,446,teaching_role,Ill Health Retirement,False,False,False,False,True,False,True,False,True,False,False,True,False,Male,56+,,3 to 4 Years,3 to 4 Years
446,447,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
447,448,non_teaching_role,Termination,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,AO8 and Above,1 to 2 Years,1 to 2 Years
448,449,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
449,450,teaching_role,Resignation-Other employer,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,Primary,NaN,NaN
450,451,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Primary,20 Plus Years,20 Plus Years
451,452,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,1 to 2 Years,1 to 2 Years
452,453,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,5 to 6 Years,5 to 6 Years
453,454,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,NaN,NaN
454,455,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,A01-A04,Under 1 Year,Under 1 Year
455,456,teaching_role,Other,False,False,True,False,False,True,False,False,False,False,True,True,False,Female,26-30,Secondary,3 to 4 Years,3 to 4 Years
456,457,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,Under 1 Year,Under 1 Year
457,458,teaching_role,Voluntary Early Retirement (VER),False,False,True,False,False,True,False,False,False,False,True,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
458,459,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,A01-A04,20 Plus Years,20 Plus Years
459,460,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,AO5-AO7,Under 1 Year,Under 1 Year
460,461,non_teaching_role,Termination,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,3 to 4 Years,3 to 4 Years
461,462,teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,3 to 4 Years,3 to 4 Years
462,463,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,20 Plus Years,20 Plus Years
463,464,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,True,False,Female,41-45,Primary,NaN,NaN
464,465,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,36-40,Primary,11 to 20 Years,11 to 20 Years
465,466,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,Special Education,5 to 6 Years,5 to 6 Years
466,467,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,41-45,Secondary,Under 1 Year,Under 1 Year
467,468,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
468,469,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
469,470,teaching_role,Other,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,Under 1 Year,Under 1 Year
470,471,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,46-50,Primary,Under 1 Year,Under 1 Year
471,472,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,56+,Secondary,NaN,NaN
472,473,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
473,474,teaching_role,Resignation-Other reasons,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,51-55,Primary,11 to 20 Years,11 to 20 Years
474,475,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,,56+,,3 to 4 Years,3 to 4 Years
475,476,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,7 to 10 Years,7 to 10 Years
476,477,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,Secondary,1 to 2 Years,1 to 2 Years
477,478,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,,7 to 10 Years,7 to 10 Years
478,479,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,Primary,NaN,NaN
479,480,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,26-30,Primary,Under 1 Year,Under 1 Year
480,481,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
481,482,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,41-45,,20 Plus Years,20 Plus Years
482,483,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,5 to 6 Years,5 to 6 Years
483,484,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,56+,,3 to 4 Years,3 to 4 Years
484,485,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
485,486,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1 to 2 Years,1 to 2 Years
486,487,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,Primary,11 to 20 Years,11 to 20 Years
487,488,teaching_role,Ill Health Retirement,False,False,True,False,False,False,True,False,False,False,False,False,False,Female,56+,,1 to 2 Years,1 to 2 Years
488,489,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
489,490,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,NaN,NaN
490,491,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,,1 to 2 Years,1 to 2 Years
491,492,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,PO1-PO4,7 to 10 Years,7 to 10 Years
492,493,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,False,False,False,,56+,Special Education,5 to 6 Years,5 to 6 Years
493,494,teaching_role,Other,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
494,495,non_teaching_role,Resignation-Other employer,False,True,False,False,False,True,False,False,False,False,True,False,False,Female,56+,,20 Plus Years,20 Plus Years
495,496,non_teaching_role,Resignation-Other reasons,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,1 to 2 Years,1 to 2 Years
496,497,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,True,False,Male,51-55,Secondary,1 to 2 Years,1 to 2 Years
497,498,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,Primary,3 to 4 Years,3 to 4 Years
498,499,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,A01-A04,3 to 4 Years,3 to 4 Years
499,500,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,A01-A04,Under 1 Year,Under 1 Year
500,501,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,Primary,11 to 20 Years,11 to 20 Years
501,502,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,True,False,False,,56+,Secondary,20 Plus Years,20 Plus Years
502,503,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
503,504,teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,Secondary,Under 1 Year,Under 1 Year
504,505,teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,Secondary,1 to 2 Years,1 to 2 Years
505,506,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,Special Education,NaN,NaN
506,507,non_teaching_role,Resignation-Other reasons,True,False,True,False,True,False,False,False,False,False,False,False,False,Female,21-25,A01-A04,3 to 4 Years,3 to 4 Years
507,508,non_teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,A01-A04,11 to 20 Years,11 to 20 Years
508,509,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,NaN,NaN
509,510,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,Primary,11 to 20 Years,11 to 20 Years
510,511,non_teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,Under 1 Year,Under 1 Year
511,512,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,20 Plus Years,20 Plus Years
512,513,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
513,514,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
514,515,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,7 to 10 Years,7 to 10 Years
515,516,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
516,517,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
517,518,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,31-35,,3 to 4 Years,3 to 4 Years
518,519,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,Primary,20 Plus Years,20 Plus Years
519,520,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,,56+,Primary,20 Plus Years,20 Plus Years
520,521,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
521,522,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,20 Plus Years,20 Plus Years
522,523,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,,11 to 20 Years,11 to 20 Years
523,524,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
524,525,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,56+,Secondary,3 to 4 Years,3 to 4 Years
525,526,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
526,527,NaN,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,1 to 2 Years,1 to 2 Years
527,528,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,20 Plus Years,20 Plus Years
528,529,teaching_role,Ill Health Retirement,False,False,True,False,True,True,False,False,False,False,False,False,False,Male,56+,Primary,20 Plus Years,20 Plus Years
529,530,non_teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,NaN,NaN
530,531,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56+,Primary,20 Plus Years,20 Plus Years
531,532,non_teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,,NaN,NaN
532,533,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Secondary,11 to 20 Years,11 to 20 Years
533,534,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,AO8 and Above,1 to 2 Years,1 to 2 Years
534,535,non_teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,3 to 4 Years,3 to 4 Years
535,536,teaching_role,Age Retirement,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
536,537,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,,1 to 2 Years,1 to 2 Years
537,538,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,11 to 20 Years,11 to 20 Years
538,539,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,Primary,NaN,NaN
539,540,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,A01-A04,3 to 4 Years,3 to 4 Years
540,541,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,7 to 10 Years,7 to 10 Years
541,542,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,True,False,False,True,False,False,False,False,Female,41-45,A01-A04,1 to 2 Years,1 to 2 Years
542,543,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,5 to 6 Years,5 to 6 Years
543,544,non_teaching_role,Resignation-Other employer,True,False,False,True,False,False,False,False,False,False,False,False,False,Female,21-25,PO1-PO4,1 to 2 Years,1 to 2 Years
544,545,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,3 to 4 Years,3 to 4 Years
545,546,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,Primary,11 to 20 Years,11 to 20 Years
546,547,non_teaching_role,Other,False,False,True,True,False,False,False,False,False,False,False,False,False,Male,56+,,3 to 4 Years,3 to 4 Years
547,548,teaching_role,Resignation-Other employer,True,False,False,False,True,True,False,False,False,False,False,False,False,Female,41-45,,1 to 2 Years,1 to 2 Years
548,549,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,20 Plus Years,20 Plus Years
549,550,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,20 Plus Years,20 Plus Years
550,551,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,36-40,Primary,7 to 10 Years,7 to 10 Years
551,552,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,1 to 2 Years,1 to 2 Years
552,553,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,Special Education,Under 1 Year,Under 1 Year
553,554,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Special Education,11 to 20 Years,11 to 20 Years
554,555,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,NaN,NaN
555,556,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
556,557,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,,3 to 4 Years,3 to 4 Years
557,558,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,21-25,Middle,1 to 2 Years,1 to 2 Years
558,559,teaching_role,Age Retirement,False,False,False,False,True,False,False,False,False,True,False,False,False,Male,56+,Primary,7 to 10 Years,7 to 10 Years
559,560,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,True,False,False,False,False,False,False,Female,56+,,11 to 20 Years,11 to 20 Years
560,561,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,AO5-AO7,1 to 2 Years,1 to 2 Years
561,562,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,True,False,True,False,True,True,False,Male,56+,,11 to 20 Years,11 to 20 Years
562,563,non_teaching_role,Resignation-Move overseas/interstate,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,1 to 2 Years,1 to 2 Years
563,564,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,True,False,True,True,False,Female,41-45,Secondary,1 to 2 Years,1 to 2 Years
564,565,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,Secondary,11 to 20 Years,11 to 20 Years
565,566,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Secondary,11 to 20 Years,11 to 20 Years
566,567,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,56+,,20 Plus Years,20 Plus Years
567,568,teaching_role,Age Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Primary,1 to 2 Years,1 to 2 Years
568,569,teaching_role,Resignation-Other reasons,False,True,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,,NaN,NaN
569,570,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,31-35,,3 to 4 Years,3 to 4 Years
570,571,teaching_role,Other,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,,7 to 10 Years,7 to 10 Years
